Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,company_txt,age,python,R,spark,aws,excel,SQL
Data Scientist (m/w/d),"Die Talentschmiede fördert als branchenübergreifende IT-Unternehmensberatung den Einsatz von Absolventen und Young Professionals. Wir bieten unseren Kunden Projektteams mit jungen, talentierten und hoch motivierten Mitarbeitern, die wir mittels unseres innovativen Ausbildungs- und Betreuungskonzeptes kontinuierlich fortbilden.

Wir suchen zum nächstmöglichen Zeitpunkt am Standort Köln einen Young Professional Data Scientist Prognoseverfahren (m/w/d), der gerne im Bereich Big Data arbeitet und sich sowohl durch tiefe als auch breite Kompetenz in diesem Wissensbereich auszeichnen möchte.

Ihre Aufgaben:

Sie sind für die Neu- und Weiterentwicklung sowie Integration von handelsorientierten Prognose- und Dispositionsanwendungen unter Einsatz von Big Data-Technologien zuständig.

Sie führen Anforderungsanalysen in enger Zusammenarbeit mit dem Geschäftsbereich durch und entwickeln mit den Spezialisten der Systementwicklung und der Produktion eine IT-Lösung. Hierbei begleiten und überwachen Sie die Erstellung der relevanten Dokumente.

Sie übernehmen das Design, die Entwicklung und Implementierung von Software-Lösungen u.a. mittels Hadoop.

Sie entwickeln mit Hilfe von mathematischen Optimierungen neue Modelle für die Bestellprognose und – optimierung.

Sie arbeiten an der Umsetzung und Überwachung von Quality-Assurance-Maßnahmen.

Sie wirken bei Aufwandschätzungen und Machbarkeitsanalysen mit.

Sie nehmen an der Big Data Zertifizierung zum Certified Data Scientist teil und erwerben weitere Qualifikationen.

Als fachlichen Hintergrund haben Sie:

Abgeschlossenes Studium in einem der folgenden Studiengänge: Informatik, Wirtschaftsinformatik, Wirtschaftswissenschaften mit IT-Schwerpunkt, Mathematik, Physik oder Ingenieurdisziplinen oder eine vergleichbare Berufserfahrung, z. B. als Fachinformatiker/-in mit hervorragendem Prüfungsabschluss

Bisherige berufliche Erfahrung im Bereich Big Data oder

Bewährte Erfahrung als Praktikant oder Werkstudent im Bereich Informationstechnologie.

Programmierkenntnisse in R oder Python sind wünschenswert.

Ihr Profil:

Analytisches Denkvermögen, gedankliche Flexibilität und Problemlösungsfähigkeit

Selbstständiger, methodischer Arbeitsstil und Eigeninitiative

Praxisorientierte Arbeitsweise, technische Begeisterung und Zielorientierung

Teamfähigkeit und Kundenorientierung

Als Arbeitgeber bieten wir:

Persönliche Beratung – Bereits im Vorfeld der Einstellung eine intensive Beratung im Hinblick darauf, welches IT-Berufsfeld am besten zu Ihrer Persönlichkeit, Ihren Fähigkeiten und Ihren erworbenen Kenntnissen passt.

Individuelles Einarbeitungsprogramm – Persönlich auf Ihre individuellen Bedürfnisse zugeschnitten und mit Erfolgsgarantie für die Zertifizierung in dem gewählten Karrierepfad.

Fortbildungs- und Betreuungskonzept – Ein innovatives und kontinuierliches Trainingsangebot mit allem, was E-Learning-, Classroom- und Onsite-Trainings namhafter Anbieter und Hersteller zu bieten haben.

Mentoring und Coaching – Inklusive regelmäßiger Feedback- und Zielvereinbarungsgespräche mit dem Management und der Gewissheit, jederzeit ein Mensch mit Persönlichkeit zu sein und keine Personalnummer in einem Konzern.

Junges, dynamisches und internationales Team mit flachen Hierarchien – Gegenseitige Hilfsbereitschaft und echte Freundschaften.

Regelmäßige Teamevents –Gemeinsame Mittagessen, Theaterbesuche, Sommerfeiern, Grillfeste und Talentschmiedetage, damit neben der Arbeit auch der gemeinsame Spaß nicht zu kurz kommt.

Teamorientiertes Arbeiten mit herausfordernden und abwechslungsreichen Aufgaben – Aufgaben, die nicht nur fördern, sondern auch fordern, um das Beste aus einem herauszuholen.

Spannende Karriereperspektiven – Von der Weiterentwicklung zum Unternehmensberater oder der Internalisierung bis hin zur weitergehenden Spezialisierung innerhalb der Organisation unserer Kunden.

Unbefristete Festanstellung – Mit marktgerechten Gehältern und allen den vorgenannten Vorteilen!

Haben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Bewerbungsunterlagen und bitten Sie um Zusendung an jobs[at]talentschmiede[dot]com. Bitte vergessen Sie nicht, uns Ihre Gehaltsvorstellung und den möglichen Eintrittstermin mitzuteilen. Für telefonische Rückfragen steht Ihnen gerne Frau Sarina Gebhardt unter +49 69 970 979 58 zur Verfügung. Für weitere Informationen besuchen Sie uns doch auf Talentschmiede.com.

Art der Stelle: Vollzeit",4.7,"Talentschmiede
4.7",Köln,-1,51 to 200 Employees,2012,Company - Private,Information Technology,IT Services,Unknown / Non-Applicable,"Talentschmiede
",8,1,0,0,0,0,0
DATA SCIENTIST (m/w/d),"SPRYLAB – YOUR DIGITAL JOURNEY

Wir sind ein Berliner Full-Service Dienstleister für Softwareentwicklung und die Entwickler von Purple DS® – einer innovativen und einmaligen e-Publishing Lösung. Wir unterstützen Unternehmen vom Startup bis Weltkonzern bei der Umsetzung von spannenden Projekten.

Wir entwickeln für unsere Kunden auf Basis von zukunftsweisenden Technologien im Bereich Blockchain und Artificial Intelligence innovative Lösungen. Insbesondere in den Bereichen Content Discovery, Creation, Management und Performance Optimization setzen wir Machine Learning ein, um viele Prozesse zu verbessern und zu automatisieren.

Wir erleben gerade eine faszinierende Wachstums- und Internationalisierungsphase. Was jetzt noch fehlt, bist Du! Ein talentierter Data Scientist, der mit Knowhow, Leidenschaft und Kreativität mitwirkt, SPRYLAB als technologieführender Partner für Softwareprojekte weiter zu entwickeln.

DEINE AUFGABEN

Du unterstützt ein mehrköpfiges Entwickler-Team in der Prototyp- und Konzept-Phase eines neuen innovativen Produkts
Du analysierst und kombinierst Daten aus verschiedenen Quellen, stellst Hypothesen auf und testest diese
Du hilfst für die Probleme, die mit Hilfe von Machine Learning und Natural Language Processing vollständig automatisiert oder erleichtert werden können, die richtigen Verfahren auszuwählen, zu evaluieren und diese stetig zu verbessern

DAS BRINGST DU MIT

Abgeschlossenes Hochschulstudium im Bereich Mathematik, Statistik oder Informatik
Sehr gute Erfahrung in einer Programmiersprache, idealerweise Python
Sehr gute Kenntnisse in Explorative Datenanalyse und Statistik
Mehrjährige Berufserfahrung in Anwendung von Machine Learning, Data Mining und Optimierungsverfahren ist wünschenswert
Idealerweise vertraut mit aktuellen Methoden im Bereich Natural Language Processing
Grundkenntnisse im Umgang mit Datenbanksystemen wie MongoDB, MySQL und Elasticsearch
Idealerweise Erfahrung mit Skalierung von Daten-getriebenen Anwendungen
Sicherer Umgang mit Versionskontrolle (vorzugsweise Git)
Erfahrung mit Methoden der agilen Softwareentwicklung

WIR BIETEN

Den Einsatz und das Erlernen von neuesten Technologien
Die Teilnahme an Konferenzen und regelmäßige Interne Tech Talks
Kreative und lebendige Arbeitsatmosphäre und einen sonnigen Arbeitsplatz in unserem Berliner Büro
Verantwortungsvolle Aufgaben/Projekte mit Kundenkontakt und die Möglichkeit sich individuell weiterzuentwickeln
Ein dynamisches Team mit flachen Hierarchien
Darüber hinaus erwarten Dich diverse Snacks, Getränke, ein Kickertisch, ein Spieleautomat sowie regelmäßige Team Events

DEINE ANSPRECHPARTNERIN

Frau Gergana Schumacher
+49 (0) 30 23 62 58 95 0",4.0,"sprylab technologies GmbH
4.0",Berlin,-1,1 to 50 Employees,2007,Company - Private,-1,-1,$1 to $5 million (USD),"sprylab technologies GmbH
",13,1,0,0,0,0,1
Python Developer Working Student (m/f/d) - Industrial Data Science and Software,"APPLYING MACHINE LEARNING TO PROCESSES, NOT PEOPLE

At Smart Steel Technologies, we are building a one-of-a-kind cross-disciplinary team, uniting the worlds of steel and machine learning. Our team has come together from a diverse set of academic and professional backgrounds: software development, computer science, mathematics, physics, and metallurgy. Our goal is to leverage this expertise through trust and cooperation. We want to foster an environment where team members have frequent opportunities to learn from each other in fields that they are not (yet) experts.

The machine learning and data science we employ comes in several varieties: image processing, signal processing, classical supervised modeling, unsupervised methods, exploratory data analysis, and fundamental statistics and probability.

We are grateful to stand on the shoulders of the open source giants. We use NumPy-flavored Python3 as the basis for our development, taking advantage of the availability of libraries designed for both software engineering and data science, ranging from Flask to SciPy, SQLAlchemy to Keras, Jupyter to Pandas, and many more. When Python’s time or space complexity becomes a constraint, we turn to modern C++. When we require client-side browser-based interactivity, we turn to JavaScript. As a python developer working student, your specific expertise as well as your motivation would be the major factors in determining your day-to-day work.

ABOUT THE JOB

Develop, implement and maintain innovative software for industrial systems
Leverage your own experience and expertise by bringing up your inventive ideas
Work alongside machine learning engineers to optimize visualizations and product experience
Create data pipelines that are directly integrated into industrial production processes
Develop data-oriented backends for customer-facing web applications

QUALIFICATIONS THAT CATCH OUR EYE

You are in your Bachelor’s or Master’s in Computer Science, Statistics, Mathematics, Physics or Engineering
Experience working with databases
Experience working with Python
Experience in Linux
Knowledge of machine learning technologies is a plus
Fluent English

BENEFITS

Transparency of business strategies
Autonomy balanced by responsibility
Cohesive, multidisciplinary team
Meaningful industrial problems
Modern machine learning techniques
Modern software stack
Sleek, new office located in Berlin
Educational opportunities
Free drinks and fruits",5.0,"Smart Steel Technologies GmbH
5.0",Berlin,-1,1 to 50 Employees,2019,Company - Private,Information Technology,Enterprise Software & Network Solutions,Unknown / Non-Applicable,"Smart Steel Technologies GmbH
",1,1,0,0,0,0,1
Data Scientist (m/f/d),"talpasolutions brings cutting-edge IT technology to the heavy industry. Together with you, we want to shape the future of the industrial internet of things to make industry more productive, safe and sustainable. We are committed to building elegant and robust engineering solutions for our customers. Innovation is our driving force. We foster an inclusive environment that empowers creative thinking and unconventional solutions. It is important to us that everyone knows how his or her efforts contribute to our goals. It is only together that we can redefine the technical limits of an entire industry.

Tasks


In a team of passionate data scientists, you will develop the analytics that powers our cutting-edge solutions for the heavy industry.
You analyse machine data and work with engineers to deliver insights.
You create models for predictive maintenance, machine activity detection, anomaly detection, etc.
You transform models to production-ready code including tests, documentation, etc.
You help organising the team and communicate with stakeholders.
Requirements


You should bring
at least three years experience of building data science models for production
experience with machine learning, time series and deep learning algorithms for machine sensor data
proficiency in Python and typical data science libraries
full stack data science skills, from data processing to model-building and model deployment
experience in professional software development
a graduate degree in a quantitative field
a keen desire to learn, a self-starter attitude and the ability to thrive in an interdisciplinary and diverse environment
Nice to have
data pipeline expertise - database concepts, container technology (Docker), cloud computing
experience in microservice architecture, agile methods, DevOps tools (GitLab)
Benefits


We care about you. Here is a glimpse of what makes life at talpasolutions special:
Our culture is diverse and inclusive. We are one team with many voices.
Continuous learning is key to our success. We want you to grow and offer trainings, hackathons and conferences.
We believe in trust. You know how you operate at your best. Free choice of hardware and operating system, flexible working hours and remote working are some ways how we will support you.
We want your life to be hassle-free. Thats why you will find free food & drinks in our kitchen.
Bring your whole self to work and find a community. Whatever your passion, you will likely find like-minded people at talpasolutions.
It is as a team that we operate at our best. We offer regular happiness activities that bring all of us together.
Sounds good?

Send us your CV and whatever else you think will support your application. Become part of our journey. Become a talpa!",-1.0,talpasolutions GmbH,Essen,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),talpasolutions GmbH,-1,1,0,0,0,0,0
Data Scientist (m/w/d) Datenmanagement,"Ihre Aufgaben:
Sie stellen die Datenqualität für die Digitalisierung sicher und liefern Daten an interne und externe Kunden. Weitere Aufgabenschwerpunkte sind:

Überprüfung der Datenqualität hinsichtlich Eindeutigkeit, Konsistenz, Vollständigkeit, Fehlerfreiheit, Aktualität, Redundanz etc.
Organisation und Steuerung der Pflege und Bereinigung der Daten
Erstellen von Auswertungen zur Unterstützung interner Kunden bei deren Tagesgeschäft
Definition der Regeln zur Beschreibung der Produktdaten
Definition von Stammdatenprozessen

Ihr Profil:
Sie haben ein abgeschlossenes Hochschulstudium der Informatik, Mathematik oder eine abgeschlossene Ausbildung in einem IT-Beruf bzw. eine vergleichbare Qualifikation. Weiterhin bringen Sie mit:

erste Berufserfahrung im Datenmanagement / BI (Business Intelligence)
Ausgeprägtes analytisches Denken
Strukturierte und selbständige Arbeitsweise
Schnelle Auffassungsgabe
Prozesskenntnisse für Materialstammanlage -/pflege sowie
Produktdeaktivierungsprozesse
SAP-Kenntnisse von Vorteil
Datenaffinität und Abstraktionsvermögen
Sehr gute Deutsch- und gute Englischkenntnisse

Ihre persönlichen Eigenschaften:
Sie sind ein Teamplayer und besitzen gute Kommunikationsfähigkeiten in Wort und Schrift. Organisationsgeschick und Durchsetzungsvermögen runden ihr Profil ab.

Schöck bietet Ihnen:
Ein mitarbeiterorientiertes, erfolgreiches Unternehmen
Eine außergewöhnliche, mehrfach prämierte Unternehmenskultur
Topmoderne, ergonomisch ausgestattete Arbeitsplätze.

Ihr neuer Arbeitgeber Schöck:
Die Schöck Bauteile GmbH ist ein Unternehmen der weltweit tätigen Schöck Gruppe mit 1.000 Mitarbeitenden. Wir sind führender Anbieter für zuverlässige und innovative Lösungen bei der Verminderung von Wärmebrücken, der Trittschalldämmung, der thermisch trennenden Fassadenbefestigung sowie der Bewehrungstechnik.

Ihr Weg zu uns:
Sie sind davon überzeugt, dass Sie gut zu uns passen? Dann freuen wir uns auf Ihre aussagekräftigen Unterlagen, die zeigen, dass Sie etwas von Digitalisierung verstehen. Bitte nutzen Sie dafür unser Online-Bewerbungsportal. Vielleicht sind Fragen offen geblieben? Heike Dugimont steht Ihnen unter +49 7223 967 547 helfend zur Seite.",5.0,"Schock Ag
5.0",Baden-Württemberg,-1,501 to 1000 Employees,1966,Unknown,-1,-1,$50 to $100 million (USD),"Schock Ag
",54,0,0,0,0,0,0
Werkstudent/in Data Scientist (m/w/d) - Pattern Recognition,"Position title Werkstudent Data Science (m,w,d) - Pattern Recognition Beschreibung
Incoretex ist ein aufstrebendes Unternehmen im Bereich der flexiblen Elektronik und der Smart Textiles. Gemeinsam mit führenden Partnern aus verschiedenen Industrien entwickeln wir intelligente Oberflächen für futuristische Anwendungen und schaffen High-Tech-Devices auf einem Markt mit kaum ausgeschöpften Innovationspotenzial. Durch die rasanten Entwicklungen und spannenden neuen Projekte können wir unser Team erweitern. Für den Ausbau unseres Software-Teams suchen wir Unterstützung im Bereich Pattern Recognition am Standort Aachen.
Zuständigkeiten / Hauptaufgaben

Durchführung von Entwicklungsprojekten im interdiziplinären Team

Entwicklung von Prototypen und Begleitung der Produkte bis hin zur Serienreife

Entwicklung von Softwarelösungen auf Basis von hochauflösenden, multidimensionalen Sensordaten

Mustererkennung in Daten aus intelligenten Oberflächen

Enge Zusammenarbeit mit anderen Entwicklern und Partnerunternehmen

Qualifikationen / Anforderungen

Erforderlich:
Fortgeschrittenes Hochschulstudium in Informatik oder ähnlichen

erste Kenntnisse im Bereich Pattern Recognition/Data Science/Statistik/Predictive Analytics

erste Kenntnisse in Werkzeugen für Predictive Analytics (z.B. Python, R, Spark, KNIME, Strata, TensorFlow, KERAS, PyTorch)

Spaß an Problemlösung und ständig neuen Herausforderungen

Lernwille und Lernfähigkeit

Wünschenswert:
Grundkenntnisse Java

Grundkenntnisse in Deep Learning

Kenntnisse in Linux

Erfahrung im Umgang mit Raspberry Pi und/oder Arduino

Einschlägige Berufserfahrung vorteilhaft

Leistungen der Anstellung

Wir bieten:
Motiviertes Team

Flexible Arbeitszeiten

Herausfordernde Projekt

Steile Lernkurve

Schnelle Übernahme von Verantwortung

Weitgehende Mitentscheidungsmöglichkeiten

Maßgebliches Mitwirken an Aufbau und Gestaltung des Entwicklungsteams

Kontakte
Ansprechpartner: Martin Riebe
Anstellung: Werkstudent Data Science (m,w,d) - Pattern Recognition Name * E-Mail * Telefonnummer * Anschreiben * Datei auswählen

Bitte als pdf-Format hochladen. Lebenslauf * Datei auswählen

Bitte als pdf-Format hochladen. Zeugnisse & weitere Dokumente Datei auswählen

Bitte als pdf-Format hochladen.
Benötigte Felder Telefonnummer Bewerbung einreichen
Besten Dank für die Einreichung Ihrer Bewerbung. Wir werden in Kürze Kontakt mit Ihnen aufnehmen.
Arbeitgeber Arbeitspensum Teilzeit Start Anstellung Sofort Arbeitsort

Vaalser Straße 460, 52074, Aachen, Nordrhein-Westfalen, Deutschland Veröffentlichungsdatum

Februar 4, 2020 Gültig bis

May 31, 2020",-1.0,Incoretex GmbH,Aachen,-1,-1,-1,-1,-1,-1,-1,Incoretex GmbH,-1,1,0,1,0,0,0
Data Scientist (m/w/d),"Deine Aufgaben

Du berätst unsere großen Enterprise-Kunden zum Einsatz von Big Data Technologien und revolutionierst ihre Daten-Welt

Du schlägst die Brücke zwischen industrie-spezifischer Fachabteilung und IT-Welt, sprichst und verstehst beide Sprachen

Du definierst Deine Projekte und treibst ihre Umsetzung selbständig und gemeinsam mit unserem Data Science Team sowie in regem Austausch mit unseren Kunden voran

Du experimentierst mit neuen Vorgehensweisen und ermöglichst unseren Kunden einen effizienten Umgang mit Daten

Deine Stärken

Idealerweise hast Du ein abgeschlossenes Studium im Bereich MINT und mehrjährige Erfahrung in Machine Learning und Deep Learning

Du bist leidenschaftlicher Analyst und hinterfragst Anforderungen kritisch, um den Kern zu verstehen, so dass Du die Erwartungen des Kunden und des Teams in die richtige Richtung lenkst

Du hast bewiesen, dass Deine Analysen im Enterprise-Umfeld produktiv genutzt werden

Deine Kommunikationsfähigkeiten ermöglichen es Dir, Kunden und Kollegen zu überzeugen und technisch schwierige Konzepte klar und verständlich zu kommunizieren

Du begeisterst Dich für neue Technologien und hast Spaß an der Entwicklung von neuen Projekten in einem internationalen Team",-1.0,NorCom Information Technology,Deutschland,-1,-1,-1,-1,-1,-1,-1,NorCom Information Technology,-1,0,0,0,0,0,0
Data Scientist / Data Engineer (m/w/divers),"Ihre Aufgaben
Sie entwickeln Algorithmen und Architekturkonzepte für die gesamte Daten-Pipeline (Integration von IoT-Sensordaten, Pre- und Postprocessing, Datenbank-strukturen, Datenschnittstellen, Datenvisualisierung).
Sie konzipieren und evaluieren Supervised und Unsupervised ML/ Deep Learning Modelle für Muster-erkennung, Klassifikations- und Prädiktionsanwen-dungen.
Sie implementieren die Modelle für Test und Deployment in der Produktivumgebung im Backend.
Sie verwenden state-of-the-art Technologien (Micro-services, API, Docker, Flask) um kontinuierlich unsere Cloud Plattform (Basis MS Azure) weiterzuentwickeln.
Sie arbeiten eng mit dem interdisziplinären Team an Schnittstellenthemen bzgl. Telematik-Einheit, UI-/UX-Design und dem laufenden Betrieb der Kundenprojekte.
Sie konzipieren und entwickeln stetig neue Features nach den Anforderungen und Bedürfnissen der Kunden.
Die technische Betreuung und Anleitung von externen Dienstleistern, Praktikanten, Werkstudenten und gehört ebenfalls zu Ihren Aufgaben.
Ihr Profil
Sie sind Absolvent (m/w) mit sehr guten Leistungen in Data Science, Physik, Informatik, Ingenieurswissenschaften oder einer vergleichbaren Fachrichtung, gerne mit Promotion.
Sie verfügen über eine mindestens zweijährige praktische Erfahrung in Verarbeitung und Analyse von technischen Daten und der Implementierung von ML und DL Algorithmen.
Sie besitzen sehr gute Programmierkenntnisse in Python und sind vertraut mit gängigen Open Source ML Libraries und Frameworks (z.B. scikit-learn, Tensorflow, Keras).
Sie überzeugen zusätzlich durch praktische Kenntnisse im Umgang mit Datenbanksystemen (z.B. SQL, NoSQL, MapReduce), Cloud-Plattformen (z.B. MS Azure, AWS) und DevOps Methoden (CI/CD).
Sie besitzen sehr gutes technisch-physikalisches Verständnis und können dieses in Algorithmen und Modelle ab bilden, um innovative Lösungen beim Kunden zu implementieren.
Sie zeichnen sich durch ausgeprägte Kommunikations- und Teamfähigkeiten aus und stehen neuen und vielfältigen Aufgaben aufgeschlossen gegenüber.
Sie verfügen über verhandlungssichere Deutsch- und Englisch-Kenntnisse in Wort und Schrift.
Ihre Vorteile bei uns
Für uns ist es selbstverständlich, Ihnen optimale Rahmenbedingungen zu bieten. Dazu gehören unter anderem:
Themenvielfalt, eine steile Lernkurve sowie Einsatz moderner Technologien und Tools im Bereich Analytics, AI und Cloud-Services.
Herausfordernde Tätigkeiten in einem jungen, dynamischen Team.
Vollständige Integration in das interdisziplinäre Team, kollegiale Zusammenarbeit und Respekt im Umgang miteinander.
Gestaltungs- und Aufstiegschancen in einem wachsenden Unternehmen.
Kollegiale Zusammenarbeit und Respekt im Umgang miteinander – das finden Sie bei uns seit über 200 Jahren. Wenn Ihnen das genauso wichtig ist wie uns, dann bewerben Sie sich jetzt online unter Angabe Ihrer Gehaltsvorstellung und Ihrer aktuellen Kündigungsfrist.
Kontakt
Kirsten Harling

GF/Personal

E-Mail: kirsten.harling@thyssenkrupp.com",3.7,"ThyssenKrupp AG
3.7",München,-1,10000+ Employees,1811,Company - Public,Manufacturing,Industrial Manufacturing,$10+ billion (USD),"ThyssenKrupp AG
",209,1,0,0,1,0,1
Data Scientist (Werkstudent/Praktikant/Abschlussarbeit),"Die IWD market research GmbH ist eines der führenden europäischen Institute im Bereich der Handelsmarktforschung und immer auf der Suche nach jungen förderungswürdigen Talenten.

Anforderungen:
Gute Programmierkenntnisse in R
Selbstständige Arbeitsweise im Bereich der Programmierung
Datenanalyse und -verarbeitung
Anwendung von statistischen Methoden
Interesse an Marktforschung
Ein hohes Maß an Engagement und Flexibilität
Spaß an neuen Herausforderungen
Ca. 15-20 Stunden pro Woche (nach Absprache)

Ihre Aufgaben:
Vereinfachung von diversen manuellen Arbeiten durch Automatisierungen mit R-Studio und R Shiny
Iterative Weiterentwicklung und Verbesserung der erarbeiteten Lösung
Statistische Auswertungen
Effektive Visualisierungen von Daten via R (ggplot2, plotly)
Entwicklung und Pflege von Dashboards in R-Shiny
Dokumentation des Codes und der erstellten Konfigurationen

Wir bieten:
Attraktives Tätigkeitsfeld mit namhaften Kunden und Markenartikeln
Junges dynamisches Team mit flachen Hierarchien
Internationales, schnellwachsendes Unternehmen
Übernahmechancen
Bitte nutzen Sie das Formular für Bewerbung als Data Scientist oder senden Sie Ihre aussagekräftige Bewerbung schriftlich per E-Mail an:

Ansprechpartner: Frau Maria Wyss
E-Mail: bewerbung@iwd-marketresearch.de",3.0,"IWD market research
3.0",Magdeburg,-1,Unknown,-1,Unknown,-1,-1,Less than $1 million (USD),"IWD market research
",-1,0,1,0,0,0,0
Data Scientist (m/w/d),"Deine Aufgabe:
Du führst Data Science und Datenanalyse Projekte bei unseren Kunden durch. Das beinhaltet sowohl das Projektmanagement als auch die Durchführung der Datenanalyse an sich.

Data Science Projekte durchführen.
Datenerhebung, Datenaufbereitung und Datenanalyse.
Entwicklung und Anwendung von State-of-the-Art Algorithmen aus den Bereichen Machine Learning, Statistical Modeling, Data Mining und AI.
Kommunikation mit Kunden auf fachlicher und operativer

Dein Profil:
Abgeschlossenes Masterstudium (gern auch mit Promotion) der (Wirtschafts-)Mathematik, (Wirtschafts-)Informatik, (Bio-)Statistik oder einer vergleichbaren Fachrichtung, idealerweise mit einem Schwerpunkt im Bereich Data Science oder Machine Learning
Min. 1 Jahr Berufserfahrung in Data Science Projekten
Sehr gute Programmierungserfahrung mit Python und R
Sehr gute Kenntnisse in der Anwendung und Nutzung statistischer Methoden, Verständnis von Machine-Learning-Algorithmen (z. B. Clustering, Regressionsverfahren, Support Vector Machines, Decision Trees und Random Forests, Text Mining und Neuronale Netze)
Erfahrungen mit Big Data Architekturen (Apache Hadoop, Hive, Spark) sind ein Plus
Erfahrungen im Projektmanagement sind von Vorteil
Sehr gute Englischkenntnisse (C1) und gute Deutschkenntnisse (B1)
Reisebereitschaft
Selbstständiges Arbeiten
Hohe Motivation und Engagement
Hohe Teamfähigkeit

Deine Chancen:
Arbeiten in einem dynamischen Unternehmen im Herzen von Berlin, das aufgrund von flachen Hierarchien große Gestaltungsmöglichkeiten bietet.
Spannendes Arbeiten in einem internationalen Umfeld und Team.
Herausforderndes Arbeiten in einem Unternehmen, das dich fordert und fördert.
Senden Sie Ihre Bewerbung zu Händen von Stefanie Supper an jobs@supperundsupper.com.*",3.5,"Supper Rissul
3.5",Berlin,-1,Unknown,2007,Company - Private,-1,-1,Less than $1 million (USD),"Supper Rissul
",13,1,0,1,0,0,0
Data Scientist (m/w/d),"Auch während der Corona-Pandemie sind wir weiterhin auf der Suche nach qualifizierten Mitarbeitern. Wir haben den Recruitingprozess so angepasst, dass wir dabei höchstmöglichen Schutz für die Gesundheit sowohl unserer Bewerber als auch unserer Mitarbeiter gewährleisten.

Bei ALTEN können Sie alles weiterentwickeln – vor allem sich selbst!

Wir sind weltweit einer der führenden Entwicklungsdienstleister in Schlüsselbranchen. Unsere Mitarbeiter stellen dabei unseren Erfolgsfaktor dar. Sind Sie bereit für spannende Projekte, bei denen Sie durch Ihr technisches Know-how punkten können? Dann verstärken Sie unser Team!

Data Scientist (m/w/d)
Nürnberg, Erlangen, Forchheim

Ihre Aufgaben

Als Data Scientist (m/w/d) führen Sie die Datenanalysen durch und interpretatieren diese
Sie realisieren Anwendungen unter Verwendung von Analytics und Machine Learning
Sie wenden moderne Methoden an, um komplexen Daten Zusammenhänge zu erkennen
Zudem erarbeiten Sie Verfahren für die Verarbeitung großer Datenmengen und setzen diese ein
Sie wenden gängige Standardtools und Verfahren sowie selbst entwickelte Werkzeuge und Algorithmen an
Sie entwickeln neue Lösungen auf Basis aktueller Methoden
Ebenso wirken Sie bei der Verbesserung von Entwicklungsprozessen mit

Ihr Profil

Sie verfügen über ein abgeschlossenes Studium der Informatik, Mathematik, Statistik o. ä.
Praktische Erfahrung in der Arbeit mit relationalen Datenbanken bringen Sie mit
Sie haben Know-how in der Verarbeitung von Big Data und der Analyse von Daten
Sie haben Erfahrung mit unterschiedlichsten Programmiersprachen, bevorzugt in Java, R und/oder Scala
Vorzugsweise haben Sie Erfahrungen mit Hadoop, Spark, Kafka, Streaming und/oder Tableau
Sie verfügen über ausgeprägte statistische Methodenkompetenz sowie ausgeprägte analytische Fähigkeiten, um aus unstrukturierten Daten neue Informationen und Wissen zu extrahieren

Sie sind auf der Suche nach interessanten Aufgaben und einem unbefristeten Arbeitsverhältnis? Dann bewerben Sie sich jetzt über unser Online-Bewerbungsformular.

BEWERBEN",-1.0,ALTEN Engineering,Nürnberg,-1,-1,-1,-1,-1,-1,-1,ALTEN Engineering,-1,0,0,1,0,0,0
Data Scientist (m/w/d),"Deine Aufgaben
Selbstständiges Vorantreiben der Professionalisierung unseres Data-Science Bereichs aufbauend auf unserem Data-Warehousing und bisheriger Datenerfassung und -analysen
Perfektionierung des Data-Mining mittels Search, Messdaten, Clustering, Recommendation Classification oder Forecasting
Aufbereitung und Durchführung von statistischen Analysen auf Basis großer interner und externer, strukturierter und unstrukturierter Daten
Strukturierte und übersichtliche Visualisierung der Daten
Deine Fähigkeiten
Hohe Selbstständigkeit und Ehrgeiz bei Herausforderungen
Abgeschlossenes Studium der Informatik / Mathematik oder vergleichbare Qualifikation
Fähigkeit, die richtigen Erkenntnisse aus Daten zu gewinnen und konkrete Maßnahmen vorzuschlagen
Spaß daran, anderen etwas beizubringen und selbst Neues zu lernen
Analytisches Denkvermögen, strukturierte Arbeitsweise und eine schnelle Auffassungsgabe
Gute Kenntnisse in (R, S-plus oder ähnliches), Datenbanken und Skriptsprachen, wie z.B. Python
Optional: Gute Kenntnisse im Bereich Machine Learning",5.0,"Knuddels
5.0",Karlsruhe,-1,1 to 50 Employees,1999,Unknown,-1,-1,Less than $1 million (USD),"Knuddels
",21,1,0,0,0,0,0
